0.249956,0.144633,0.031979,0.154576,0.258701,0.027385,0.029320,0.033023,0.070425,0.250974,0.138313,0.031791,0.157757,0.257636,0.029508,0.030713,0.031952,0.071356,0.223221,0.179779,0.027513,0.191932,0.235112,0.023883,0.024332,0.027934,0.066294,3-6
0.236692,0.139431,0.037449,0.148637,0.243415,0.032226,0.035259,0.038534,0.088356,0.239471,0.128048,0.039364,0.145892,0.243917,0.036625,0.037636,0.038755,0.090291,0.218380,0.170686,0.033124,0.182551,0.221132,0.028999,0.030512,0.032213,0.082404,3-6
0.232266,0.132521,0.041460,0.138339,0.236840,0.038447,0.042049,0.043542,0.094536,0.235896,0.120549,0.042739,0.137161,0.233840,0.042524,0.045129,0.044104,0.098058,0.218319,0.163930,0.036980,0.173411,0.217710,0.032554,0.035259,0.034228,0.087606,3-6
0.223174,0.140810,0.044761,0.146294,0.229930,0.043375,0.049099,0.048745,0.073813,0.231892,0.123455,0.047359,0.137328,0.231148,0.047954,0.052648,0.049950,0.078266,0.213900,0.169059,0.040656,0.181721,0.211671,0.037101,0.041172,0.039746,0.064975,3-6
0.223321,0.144526,0.049997,0.152273,0.226689,0.047600,0.054469,0.054998,0.046127,0.236451,0.122779,0.053117,0.139792,0.226769,0.053833,0.059906,0.055588,0.051764,0.218132,0.169227,0.045966,0.185430,0.209956,0.042049,0.046903,0.046167,0.036170,3-6
0.210010,0.141687,0.054202,0.147513,0.217583,0.050298,0.058614,0.061507,0.058587,0.234356,0.117944,0.056378,0.136183,0.219230,0.054998,0.063080,0.056726,0.061105,0.207459,0.169441,0.049501,0.184995,0.197188,0.045015,0.051851,0.048771,0.045778,3-6
0.196625,0.141915,0.051999,0.143723,0.206013,0.050345,0.058500,0.057844,0.093036,0.223529,0.117877,0.054965,0.131811,0.208202,0.053284,0.061078,0.055219,0.094034,0.191751,0.169421,0.048704,0.184366,0.184928,0.044191,0.050064,0.046843,0.079732,3-6
0.198493,0.128276,0.050988,0.133217,0.204098,0.050760,0.058520,0.057938,0.117710,0.220154,0.109066,0.053378,0.127995,0.203334,0.051677,0.060757,0.054262,0.119377,0.194489,0.155688,0.047265,0.172340,0.182946,0.043977,0.050271,0.047526,0.105497,3-6
0.195320,0.125926,0.049890,0.129046,0.204473,0.048437,0.054965,0.056224,0.135721,0.214255,0.111496,0.052655,0.125725,0.195320,0.051443,0.058641,0.051610,0.138855,0.193231,0.151496,0.045732,0.166160,0.183000,0.042089,0.047325,0.046656,0.124312,3-6
0.191717,0.122457,0.046414,0.127841,0.203837,0.045611,0.051014,0.052802,0.158306,0.207814,0.109729,0.049608,0.123515,0.192836,0.048899,0.056645,0.050224,0.160730,0.188256,0.148899,0.042538,0.163308,0.183455,0.038641,0.043542,0.042745,0.148617,3-6
0.200944,0.117389,0.045551,0.124071,0.210934,0.045008,0.049133,0.050834,0.156137,0.211081,0.106033,0.050311,0.120817,0.197657,0.049307,0.054811,0.049863,0.160121,0.196545,0.142665,0.040857,0.155963,0.195393,0.038132,0.041460,0.041634,0.147352,3-6
0.187948,0.123917,0.041165,0.129354,0.200147,0.040308,0.044071,0.046528,0.186562,0.203087,0.108202,0.045203,0.123676,0.188048,0.045845,0.050807,0.045142,0.189990,0.182370,0.146535,0.037697,0.160763,0.183301,0.035963,0.037877,0.037516,0.177978,3-6
0.186629,0.117442,0.038741,0.122310,0.199886,0.037677,0.040074,0.043073,0.214168,0.198373,0.104988,0.041627,0.119786,0.188142,0.042183,0.044406,0.042819,0.217677,0.178306,0.140951,0.033525,0.153150,0.182732,0.033432,0.034664,0.035976,0.207265,3-6
0.184533,0.113257,0.033766,0.118761,0.195012,0.033740,0.034918,0.038112,0.247901,0.194135,0.104506,0.037449,0.115835,0.182618,0.035708,0.039732,0.037811,0.252206,0.172561,0.137342,0.030961,0.147037,0.176726,0.029896,0.030372,0.031463,0.243642,3-6
0.180837,0.120000,0.032039,0.121406,0.192340,0.033391,0.033137,0.035695,0.251155,0.193043,0.108256,0.035521,0.116840,0.181948,0.035347,0.039136,0.035896,0.254014,0.167225,0.143709,0.029046,0.154295,0.171637,0.028416,0.029180,0.030412,0.246080,3-6
0.204647,0.129869,0.034148,0.136505,0.214965,0.032233,0.033960,0.036210,0.177462,0.214309,0.118875,0.038038,0.130512,0.202973,0.036974,0.040301,0.037328,0.180690,0.191570,0.156666,0.029782,0.167888,0.190546,0.029039,0.030706,0.030686,0.173117,3-6
0.190760,0.121446,0.030372,0.127847,0.199351,0.030151,0.030539,0.033137,0.236398,0.199772,0.110834,0.032949,0.124031,0.189963,0.033960,0.035902,0.033639,0.238949,0.172287,0.150599,0.027513,0.159652,0.176177,0.026495,0.027064,0.027914,0.232300,3-6
0.165243,0.111255,0.029414,0.114489,0.175561,0.029133,0.031550,0.032728,0.310626,0.175849,0.101011,0.032856,0.108416,0.170559,0.031905,0.033639,0.032514,0.313251,0.151644,0.138848,0.026481,0.144031,0.152086,0.025865,0.027138,0.026990,0.306917,3-6
0.170559,0.123294,0.039973,0.126488,0.175735,0.040134,0.046997,0.047238,0.229582,0.183495,0.108162,0.045022,0.118694,0.171436,0.044506,0.051938,0.045859,0.230887,0.157442,0.153659,0.039297,0.163435,0.150378,0.035715,0.039725,0.038889,0.221460,3-6
0.178514,0.115809,0.025886,0.117409,0.182089,0.026796,0.027071,0.029615,0.296813,0.185243,0.105182,0.028745,0.113338,0.176579,0.029401,0.033077,0.029615,0.298822,0.160027,0.145216,0.022585,0.150131,0.156920,0.023663,0.023930,0.024399,0.293130,3-6
0.198339,0.126763,0.025290,0.126414,0.199612,0.025624,0.026180,0.027613,0.244165,0.200670,0.113438,0.029166,0.125999,0.196759,0.028463,0.030807,0.028169,0.246528,0.177094,0.155400,0.022216,0.163401,0.172173,0.022571,0.022812,0.022986,0.241346,3-6
0.167030,0.112722,0.032521,0.117683,0.171503,0.032153,0.034737,0.036177,0.295474,0.173766,0.103850,0.034811,0.111483,0.166575,0.035889,0.040013,0.036866,0.296746,0.150941,0.141192,0.029421,0.153010,0.148463,0.027754,0.029829,0.029541,0.289849,3-6
