0.199452,0.155363,0.039586,0.202675,0.224312,0.055730,0.051428,0.042695,0.028759,0.228260,0.150143,0.044766,0.197978,0.192653,0.054207,0.061030,0.042268,0.028695,0.216563,0.214355,0.044999,0.228767,0.149273,0.038498,0.049551,0.036211,0.021783,C-2
0.175446,0.107069,0.049285,0.184396,0.203464,0.083313,0.076497,0.055254,0.065276,0.221767,0.102284,0.054239,0.172900,0.173634,0.072365,0.086285,0.050896,0.065630,0.230298,0.177549,0.068152,0.188827,0.123148,0.045523,0.074056,0.044307,0.048141,C-2
0.180392,0.110613,0.047561,0.188722,0.210634,0.081911,0.074258,0.055528,0.050381,0.228034,0.104024,0.053982,0.177903,0.178000,0.071511,0.087606,0.050646,0.048294,0.234889,0.181440,0.067177,0.194538,0.124687,0.043896,0.072921,0.044854,0.035598,C-2
0.181673,0.106094,0.046329,0.183792,0.211157,0.083844,0.076159,0.056052,0.054900,0.213783,0.124655,0.050534,0.195706,0.169227,0.069239,0.083248,0.046627,0.046981,0.231546,0.184895,0.063479,0.201539,0.125911,0.043606,0.070294,0.042115,0.036613,C-2
0.178830,0.100648,0.047899,0.177694,0.210835,0.086253,0.082007,0.057204,0.058630,0.210851,0.114810,0.051686,0.190849,0.171257,0.071575,0.085818,0.046860,0.056294,0.231522,0.176026,0.067104,0.194530,0.126524,0.044073,0.074886,0.043453,0.041882,C-2
0.174052,0.094599,0.048471,0.178169,0.215290,0.091642,0.082579,0.057526,0.057671,0.216160,0.089153,0.056890,0.170435,0.173013,0.082749,0.097773,0.055375,0.058452,0.231369,0.169944,0.074121,0.182825,0.122367,0.048576,0.079446,0.049438,0.041914,C-2
0.165280,0.081508,0.050163,0.168937,0.220445,0.099126,0.089540,0.062327,0.062674,0.208595,0.072163,0.057615,0.162525,0.172022,0.091449,0.110291,0.057711,0.067628,0.232851,0.156314,0.076876,0.169863,0.123712,0.053716,0.087590,0.053675,0.045402,C-2
0.192637,0.160881,0.039948,0.218697,0.213203,0.054030,0.052910,0.042857,0.024836,0.232996,0.155742,0.043501,0.204060,0.191880,0.050099,0.056124,0.039924,0.025674,0.213050,0.223410,0.047287,0.244371,0.136537,0.033866,0.047972,0.033891,0.019616,C-2
0.195884,0.166319,0.040746,0.218713,0.213953,0.050058,0.047126,0.042148,0.025053,0.230257,0.158610,0.045442,0.207838,0.194707,0.047263,0.052072,0.039409,0.024401,0.210005,0.224860,0.045209,0.246965,0.143779,0.032964,0.044290,0.033206,0.018722,C-2
0.183985,0.139252,0.042599,0.201297,0.214347,0.065928,0.061892,0.047980,0.042720,0.219294,0.130076,0.047062,0.193346,0.188271,0.061288,0.071632,0.044629,0.044403,0.208692,0.205196,0.055577,0.221380,0.135852,0.039288,0.061457,0.039691,0.032867,C-2
0.208305,0.161357,0.038619,0.210110,0.228316,0.048568,0.046167,0.040907,0.017650,0.240021,0.150449,0.042591,0.199106,0.206002,0.047738,0.054368,0.039844,0.019882,0.221718,0.217634,0.043050,0.239135,0.157063,0.032239,0.042470,0.034535,0.012156,C-2
0.120458,0.069191,0.035566,0.134378,0.149829,0.072937,0.063076,0.045636,0.308930,0.143126,0.073750,0.043557,0.134620,0.122286,0.062247,0.075692,0.040722,0.304000,0.158626,0.127700,0.058936,0.141548,0.082177,0.036307,0.069320,0.036960,0.288428,C-2
0.208225,0.139155,0.039336,0.194305,0.230290,0.058944,0.054264,0.043751,0.031732,0.219519,0.164079,0.042800,0.206332,0.194812,0.050348,0.055907,0.038651,0.027551,0.220010,0.206863,0.047795,0.227913,0.156684,0.035187,0.050356,0.033858,0.021332,C-2
0.205430,0.138817,0.041761,0.191976,0.225464,0.061723,0.056584,0.043525,0.034720,0.232795,0.133121,0.044572,0.186064,0.206557,0.056511,0.063753,0.042438,0.034189,0.224272,0.203536,0.049664,0.214726,0.152648,0.038144,0.055536,0.035453,0.026020,C-2
0.202594,0.143908,0.042550,0.204551,0.221082,0.059000,0.055899,0.044935,0.025480,0.239771,0.137665,0.046111,0.193902,0.196737,0.054191,0.062577,0.042285,0.026761,0.233778,0.200975,0.050107,0.220010,0.153212,0.035365,0.052233,0.035929,0.018391,C-2
