5S,0.162386,0.061944,0.104260,0.054101,0.159019,0.085597,0.105061,0.109126,0.158505,0.191603,0.048825,0.088369,0.061103,0.168997,0.096007,0.108531,0.092249,0.144318,0.186983,0.084776,0.091592,0.088081,0.172672,0.085700,0.091099,0.088554,0.110543
5S,0.187743,0.104568,0.085761,0.092126,0.180905,0.075413,0.086316,0.092557,0.094610,0.202874,0.094323,0.085412,0.090853,0.175095,0.080916,0.095432,0.082517,0.092578,0.195031,0.133744,0.079396,0.126681,0.178154,0.069787,0.076337,0.077959,0.062909
5S,0.157663,0.083626,0.100893,0.072826,0.153947,0.083277,0.100647,0.106272,0.140848,0.168935,0.072292,0.090340,0.077980,0.154029,0.090463,0.114239,0.092106,0.139616,0.167950,0.111878,0.091161,0.106108,0.153557,0.081573,0.096972,0.086316,0.104486
5S,0.112370,0.070588,0.103727,0.064347,0.123683,0.090196,0.094590,0.112986,0.227513,0.136228,0.065106,0.099435,0.071163,0.096889,0.095329,0.119598,0.088944,0.227307,0.139411,0.084940,0.099456,0.083195,0.126784,0.088615,0.100400,0.092208,0.184991
5S,0.159737,0.076809,0.098265,0.068679,0.157725,0.082558,0.088328,0.103603,0.164295,0.166246,0.067262,0.090956,0.074387,0.135345,0.093358,0.111570,0.090237,0.170640,0.178175,0.096581,0.092434,0.094754,0.155467,0.080464,0.088820,0.087855,0.125449
5S,0.099045,0.066133,0.104199,0.060281,0.124279,0.097505,0.099600,0.120686,0.228272,0.126024,0.058084,0.112124,0.066235,0.090052,0.094426,0.129699,0.092742,0.230613,0.122801,0.083770,0.101735,0.082271,0.123642,0.097280,0.102351,0.099333,0.186819
5S,0.157109,0.076604,0.103768,0.067919,0.147623,0.085494,0.098860,0.106601,0.156021,0.174192,0.064860,0.092023,0.070978,0.157294,0.095904,0.105287,0.088862,0.150601,0.180577,0.095883,0.092927,0.091613,0.164891,0.082435,0.089067,0.093296,0.109311
5S,0.186962,0.099497,0.092434,0.092639,0.165424,0.072539,0.090915,0.094939,0.104650,0.194251,0.083482,0.084057,0.091941,0.177702,0.083893,0.097485,0.084242,0.102946,0.185792,0.134442,0.080834,0.131814,0.161831,0.073422,0.079376,0.078780,0.073709
5S,0.111734,0.071984,0.110030,0.063833,0.119639,0.094672,0.102022,0.119618,0.206468,0.137009,0.063033,0.107669,0.068535,0.099127,0.101119,0.125326,0.093194,0.204989,0.136393,0.090935,0.106560,0.090299,0.117832,0.094097,0.103419,0.101447,0.159019
5S,0.170619,0.131403,0.080136,0.123026,0.179017,0.075680,0.082538,0.089436,0.068145,0.194066,0.110872,0.082456,0.112494,0.169613,0.077117,0.092824,0.083688,0.076871,0.157479,0.172980,0.077918,0.168545,0.151750,0.069726,0.073873,0.075701,0.052028
5S,0.145385,0.103932,0.093707,0.095904,0.150991,0.084673,0.098614,0.106170,0.120624,0.168114,0.086870,0.089046,0.095185,0.154276,0.091284,0.107607,0.089703,0.117914,0.141751,0.140540,0.089929,0.138323,0.135325,0.081552,0.089827,0.091982,0.090771
5S,0.157925,0.052403,0.113360,0.044460,0.148757,0.090442,0.096266,0.106996,0.189391,0.131107,0.049889,0.109961,0.056656,0.120272,0.103879,0.114819,0.101978,0.211439,0.163814,0.070004,0.101092,0.071277,0.162670,0.096145,0.095243,0.098506,0.141249
5S,0.185854,0.080541,0.096202,0.074572,0.180255,0.082354,0.086092,0.093197,0.120933,0.167447,0.072913,0.092697,0.079188,0.163902,0.092134,0.098135,0.090313,0.143271,0.178926,0.109300,0.083313,0.114327,0.179248,0.080308,0.079091,0.082652,0.092834
5S,0.163177,0.081959,0.105248,0.074113,0.152463,0.081444,0.087808,0.097362,0.156426,0.158634,0.075031,0.094478,0.081645,0.150481,0.091046,0.097740,0.089242,0.161703,0.169267,0.100455,0.091707,0.103847,0.164627,0.083949,0.083852,0.088114,0.114182
5S,0.169203,0.069328,0.109139,0.061973,0.154493,0.086293,0.093052,0.101188,0.155331,0.168212,0.065646,0.098127,0.074910,0.161276,0.094719,0.100012,0.092407,0.144689,0.175559,0.092625,0.094156,0.096701,0.173400,0.087848,0.086776,0.090643,0.102292
5S,0.146502,0.052000,0.114432,0.045507,0.139147,0.089854,0.094180,0.106199,0.212180,0.148484,0.046925,0.103742,0.052894,0.138768,0.102002,0.104837,0.095469,0.206880,0.159093,0.067491,0.100665,0.070133,0.163443,0.096033,0.092689,0.098691,0.151762
5S,0.148870,0.056374,0.107681,0.049535,0.140323,0.088049,0.090095,0.102324,0.216748,0.142973,0.048955,0.102679,0.056866,0.134773,0.096709,0.102654,0.092359,0.222032,0.160487,0.072010,0.095638,0.074185,0.160760,0.091497,0.088992,0.095726,0.160704
5S,0.182495,0.073420,0.102912,0.065107,0.171628,0.086696,0.090700,0.100890,0.126153,0.182374,0.065195,0.097861,0.072043,0.158690,0.094856,0.101913,0.090853,0.136215,0.189205,0.099754,0.090474,0.103565,0.176896,0.084690,0.085077,0.087985,0.082354
5S,0.161365,0.076973,0.100592,0.072163,0.158747,0.084867,0.087679,0.096911,0.160704,0.183929,0.063681,0.095187,0.069988,0.156394,0.088468,0.098006,0.085649,0.158698,0.176638,0.096669,0.089395,0.102203,0.168873,0.082563,0.085528,0.085020,0.113111
5S,0.146542,0.068047,0.113497,0.060201,0.136883,0.086865,0.099021,0.104443,0.184501,0.150006,0.062215,0.102550,0.071068,0.135788,0.096653,0.104982,0.095018,0.181722,0.154799,0.090039,0.100181,0.093269,0.146582,0.091159,0.094937,0.095743,0.133290
5S,0.126048,0.069610,0.109494,0.061892,0.121473,0.084456,0.093970,0.098844,0.234213,0.132630,0.064172,0.097523,0.070826,0.126169,0.091223,0.100657,0.089233,0.227567,0.132348,0.087220,0.098554,0.088968,0.136190,0.089403,0.091320,0.092641,0.183357
5S,0.128739,0.064237,0.111524,0.055842,0.121215,0.084070,0.094180,0.100810,0.239385,0.129504,0.057727,0.098917,0.065082,0.126669,0.094977,0.102284,0.091207,0.233633,0.130906,0.081001,0.100213,0.083031,0.136335,0.091320,0.092891,0.095855,0.188448
5S,0.126217,0.048238,0.117944,0.040738,0.113828,0.086390,0.101140,0.102348,0.263157,0.124663,0.041318,0.106296,0.047319,0.112507,0.099215,0.110775,0.097837,0.260072,0.134297,0.063350,0.106328,0.064011,0.130189,0.093576,0.102026,0.099231,0.206992
5S,0.143586,0.059621,0.118105,0.050969,0.130495,0.087075,0.100930,0.101535,0.207685,0.139534,0.053603,0.104991,0.060861,0.125404,0.098852,0.106884,0.095146,0.214726,0.156386,0.075885,0.103170,0.078793,0.148765,0.091086,0.095960,0.095195,0.154759
5S,0.119797,0.048101,0.119571,0.042115,0.110678,0.084714,0.097265,0.094067,0.283691,0.113949,0.040311,0.107101,0.047835,0.099472,0.096266,0.109002,0.089838,0.296226,0.132920,0.061594,0.110235,0.062295,0.122431,0.088347,0.100077,0.094889,0.227212
5S,0.109260,0.043920,0.126403,0.037089,0.093624,0.083159,0.099666,0.096306,0.310573,0.101583,0.035397,0.110936,0.041092,0.084690,0.098151,0.111830,0.092214,0.324107,0.127031,0.054239,0.116551,0.053804,0.111927,0.090925,0.103516,0.095960,0.246047
5S,0.132364,0.051653,0.120603,0.041769,0.115302,0.087485,0.102807,0.103444,0.244572,0.134499,0.043034,0.104435,0.050252,0.118009,0.099408,0.108696,0.097668,0.244000,0.147920,0.067628,0.106247,0.066992,0.139638,0.092617,0.098917,0.097072,0.182970
5S,0.133105,0.057719,0.121215,0.048536,0.106545,0.083933,0.100785,0.101454,0.246707,0.127305,0.049446,0.110146,0.056712,0.111806,0.096750,0.109590,0.094397,0.243847,0.140532,0.075313,0.111338,0.075418,0.119749,0.090998,0.101744,0.097305,0.187602
5S,0.129601,0.059290,0.117292,0.051057,0.109010,0.086801,0.099408,0.100616,0.246925,0.128795,0.048326,0.107431,0.058364,0.119048,0.097007,0.108849,0.094397,0.237781,0.139630,0.074628,0.107327,0.078672,0.128803,0.092182,0.098780,0.098200,0.181778
5S,0.113763,0.055117,0.125372,0.046449,0.087429,0.085520,0.104362,0.103057,0.278930,0.106118,0.047956,0.114174,0.055971,0.093785,0.095066,0.114802,0.096556,0.275571,0.122246,0.070182,0.114714,0.070520,0.103710,0.092544,0.106078,0.099778,0.220228
5S,0.165078,0.099537,0.094736,0.090740,0.161453,0.079180,0.092544,0.098804,0.117928,0.161308,0.097974,0.087920,0.107133,0.163580,0.088525,0.092867,0.089556,0.111137,0.139147,0.145624,0.082096,0.149861,0.149732,0.081339,0.080904,0.085399,0.085898
5S,0.130930,0.059105,0.114214,0.054264,0.126225,0.083723,0.093302,0.098063,0.240174,0.131196,0.052894,0.105184,0.060700,0.115834,0.093833,0.103814,0.089596,0.246949,0.137479,0.078576,0.104056,0.081250,0.135949,0.086720,0.094526,0.092649,0.188794
5S,0.164232,0.102123,0.083482,0.103967,0.170073,0.075136,0.075112,0.084158,0.141717,0.169050,0.095243,0.079526,0.104556,0.178564,0.079631,0.079462,0.077029,0.136940,0.154872,0.129843,0.071454,0.141258,0.176558,0.073066,0.069142,0.078334,0.105474
5S,0.119668,0.049833,0.122802,0.040392,0.108148,0.088420,0.100898,0.104854,0.264986,0.122141,0.041237,0.105973,0.050767,0.117074,0.102082,0.109300,0.099013,0.252411,0.130414,0.062537,0.109365,0.063254,0.128795,0.099126,0.101591,0.103001,0.201917
5S,0.122665,0.038933,0.125275,0.030926,0.097628,0.087316,0.100012,0.100141,0.297104,0.115721,0.032642,0.109131,0.039586,0.105732,0.101494,0.109413,0.095219,0.291062,0.127257,0.049938,0.116889,0.049140,0.115036,0.097442,0.104660,0.101164,0.238474
5S,0.133178,0.047062,0.116285,0.040778,0.116752,0.087953,0.092464,0.102735,0.262795,0.119982,0.038982,0.108922,0.047118,0.109228,0.098441,0.110404,0.094027,0.272896,0.127869,0.059073,0.110863,0.061087,0.120683,0.096580,0.101156,0.102147,0.220542
5S,0.141282,0.050365,0.114529,0.042865,0.125935,0.086954,0.092359,0.101792,0.243920,0.125001,0.041012,0.108881,0.048141,0.113699,0.099102,0.108092,0.093866,0.262206,0.142144,0.060982,0.106223,0.061183,0.135554,0.096886,0.096339,0.098981,0.201708
5S,0.117332,0.050791,0.119579,0.044484,0.100286,0.086551,0.096782,0.101035,0.283159,0.109300,0.044299,0.108543,0.051436,0.097644,0.097539,0.110573,0.094526,0.286140,0.124034,0.062601,0.111395,0.064752,0.113119,0.096250,0.101454,0.099706,0.226689
5S,0.103331,0.054964,0.122109,0.044540,0.093149,0.089314,0.102840,0.105007,0.284746,0.100109,0.045088,0.109977,0.052805,0.093600,0.101776,0.114367,0.099666,0.282612,0.111177,0.066573,0.109558,0.068135,0.112587,0.099617,0.102219,0.108575,0.221557
5S,0.124687,0.052644,0.118347,0.044758,0.105603,0.089797,0.095791,0.107762,0.260611,0.113965,0.043759,0.109445,0.053651,0.102477,0.100189,0.111250,0.098506,0.266758,0.126685,0.067547,0.110605,0.067829,0.117686,0.100665,0.099609,0.103146,0.206227
5S,0.111725,0.056213,0.118194,0.048584,0.102405,0.090120,0.097547,0.108890,0.266323,0.109035,0.047980,0.110468,0.057462,0.099134,0.097555,0.111959,0.098046,0.268361,0.115866,0.071237,0.108197,0.075933,0.116003,0.100503,0.099513,0.103250,0.209498
5S,0.114206,0.059049,0.113707,0.050485,0.104539,0.088686,0.093503,0.106666,0.269159,0.107786,0.050075,0.106441,0.058646,0.099062,0.095686,0.109945,0.095751,0.276610,0.116083,0.074363,0.104644,0.078181,0.114247,0.095573,0.095622,0.102662,0.218625
5S,0.128288,0.058251,0.112039,0.049140,0.113900,0.085520,0.092915,0.101857,0.258090,0.116857,0.049495,0.106360,0.057357,0.103307,0.093551,0.109341,0.091852,0.271881,0.130954,0.074532,0.104781,0.076457,0.122721,0.090539,0.094961,0.097789,0.207266
5S,0.098272,0.056608,0.116269,0.048109,0.091513,0.090837,0.095871,0.107762,0.294760,0.098731,0.046635,0.112152,0.056181,0.084440,0.098304,0.113312,0.095388,0.294856,0.104523,0.069674,0.107415,0.072469,0.101728,0.099094,0.098844,0.106706,0.239546
5S,0.120474,0.056479,0.115382,0.049897,0.104499,0.088742,0.095412,0.104789,0.264325,0.109502,0.052556,0.107842,0.060313,0.095275,0.096524,0.111927,0.094881,0.271181,0.122157,0.076650,0.106666,0.078640,0.110509,0.094703,0.098514,0.099907,0.212253
5S,0.118017,0.048206,0.123535,0.040835,0.093495,0.090265,0.099891,0.106288,0.279470,0.106408,0.040601,0.117606,0.047948,0.086100,0.098498,0.116841,0.095042,0.290957,0.131913,0.062376,0.115503,0.063189,0.110098,0.095614,0.104378,0.101583,0.215346
5S,0.117380,0.049470,0.128384,0.040005,0.090184,0.087469,0.104564,0.105699,0.276844,0.109035,0.040657,0.116454,0.048165,0.091650,0.100222,0.118718,0.097636,0.277464,0.136335,0.060281,0.118927,0.061345,0.112805,0.094913,0.107045,0.102815,0.205534
5S,0.116534,0.057816,0.121062,0.049285,0.097765,0.090539,0.102364,0.108108,0.256527,0.117856,0.049253,0.110750,0.056745,0.108728,0.100745,0.111612,0.096758,0.247553,0.133468,0.071092,0.109905,0.073404,0.125831,0.097531,0.099803,0.104547,0.184420
5S,0.116687,0.049833,0.120288,0.043018,0.099416,0.085939,0.096468,0.098498,0.289854,0.112490,0.043517,0.107826,0.050671,0.108108,0.096999,0.104411,0.093841,0.282136,0.131325,0.059580,0.109155,0.063423,0.127345,0.094607,0.096484,0.100375,0.217707
5S,0.127651,0.056680,0.121577,0.049535,0.102920,0.081790,0.099037,0.097869,0.262940,0.123777,0.050348,0.106473,0.057897,0.110404,0.096073,0.105361,0.090152,0.259516,0.145277,0.070480,0.107037,0.073066,0.123422,0.090514,0.097901,0.094357,0.197946
5S,0.119636,0.060700,0.120804,0.054062,0.093503,0.083272,0.098836,0.101196,0.267990,0.116333,0.052378,0.108181,0.060636,0.100737,0.095316,0.108406,0.091779,0.266234,0.134652,0.073662,0.110702,0.079704,0.110984,0.089346,0.098071,0.097168,0.205712
5S,0.110348,0.050574,0.123922,0.042405,0.081862,0.084489,0.101478,0.101728,0.303194,0.103774,0.041616,0.111741,0.050300,0.088291,0.097152,0.110831,0.093269,0.303025,0.125186,0.060426,0.113417,0.064180,0.102985,0.093809,0.103822,0.097249,0.238925
5S,0.108446,0.053828,0.125476,0.043775,0.087461,0.091151,0.103943,0.107625,0.278294,0.110501,0.043139,0.114545,0.051670,0.101059,0.101212,0.113804,0.096033,0.268039,0.125033,0.065276,0.113626,0.066734,0.114255,0.099271,0.103935,0.104886,0.206984
5S,0.122294,0.052419,0.122753,0.046151,0.104966,0.088653,0.098425,0.104346,0.259991,0.113304,0.044178,0.108382,0.052854,0.117098,0.101124,0.109357,0.095775,0.257929,0.133041,0.065832,0.108632,0.070198,0.134732,0.095146,0.097515,0.103984,0.190921
5S,0.153172,0.061288,0.116849,0.051323,0.127676,0.092859,0.100060,0.109123,0.187651,0.132590,0.052000,0.101849,0.061328,0.145696,0.106078,0.107198,0.103903,0.189358,0.144907,0.081661,0.100302,0.083780,0.155734,0.101277,0.095154,0.103822,0.133363
5S,0.143916,0.059854,0.102550,0.054723,0.144907,0.085794,0.089322,0.099980,0.218955,0.133016,0.052660,0.097684,0.060193,0.129069,0.096178,0.101543,0.092271,0.237387,0.140315,0.077835,0.094260,0.081653,0.154292,0.092939,0.085415,0.094196,0.179095
5S,0.111274,0.050751,0.119386,0.043420,0.098651,0.085407,0.097305,0.099803,0.294002,0.112047,0.043348,0.107609,0.051476,0.109486,0.098071,0.105184,0.092335,0.280445,0.127216,0.060426,0.108028,0.062803,0.130664,0.095388,0.092971,0.100769,0.221734
5S,0.121416,0.047593,0.118854,0.040641,0.104846,0.087437,0.096758,0.104233,0.278221,0.110654,0.041447,0.105981,0.049301,0.119402,0.100858,0.104612,0.094542,0.273203,0.129979,0.060104,0.107093,0.062996,0.140573,0.094848,0.094816,0.100947,0.208644
