5,0.181069,0.092480,0.087920,0.095759,0.162428,0.081935,0.099569,0.092480,0.106360,0.172022,0.080437,0.083353,0.102936,0.168679,0.092569,0.105200,0.087332,0.107472,0.159455,0.125944,0.081871,0.143626,0.147895,0.082281,0.093922,0.082483,0.082523
5,0.158054,0.074137,0.100302,0.074032,0.137753,0.091618,0.112619,0.102179,0.149305,0.149998,0.062585,0.091223,0.084376,0.140146,0.102751,0.120377,0.094591,0.153953,0.142450,0.100294,0.092851,0.120603,0.129963,0.093745,0.109075,0.090265,0.120756
5,0.143465,0.063230,0.107004,0.064059,0.118798,0.092714,0.118202,0.104765,0.187763,0.131534,0.049921,0.095807,0.074862,0.123567,0.108873,0.125960,0.097160,0.192315,0.133854,0.086664,0.096959,0.105490,0.117703,0.098957,0.117292,0.093277,0.149805
5,0.135981,0.065598,0.102372,0.066299,0.122697,0.093551,0.113240,0.104298,0.195964,0.131148,0.051935,0.095050,0.074073,0.119821,0.104741,0.123607,0.093785,0.205840,0.126709,0.086535,0.099513,0.108559,0.116043,0.097394,0.114005,0.092673,0.158569
5,0.141821,0.073509,0.101696,0.075216,0.120933,0.090732,0.114198,0.102759,0.179136,0.134748,0.058549,0.094236,0.080912,0.124373,0.101623,0.122431,0.095598,0.187530,0.129093,0.098723,0.095179,0.118597,0.112192,0.094881,0.110340,0.091497,0.149499
5,0.140283,0.072196,0.103114,0.072018,0.123583,0.093970,0.114899,0.105659,0.174278,0.134668,0.058493,0.095775,0.084013,0.120256,0.103758,0.126926,0.095501,0.180610,0.128852,0.098707,0.096613,0.118162,0.113618,0.096645,0.112378,0.094228,0.140798
5,0.157337,0.083788,0.098055,0.085633,0.140847,0.090385,0.112337,0.102155,0.129464,0.155444,0.072510,0.090796,0.093801,0.141604,0.099279,0.118129,0.095533,0.132904,0.142087,0.117952,0.092673,0.136714,0.122552,0.090257,0.105989,0.089475,0.102300
5,0.156725,0.087558,0.094631,0.090901,0.143400,0.089024,0.110541,0.100495,0.126725,0.156958,0.072043,0.088621,0.097918,0.149047,0.099456,0.116333,0.092561,0.127063,0.137979,0.122004,0.089491,0.141942,0.127192,0.089362,0.105981,0.088331,0.097716
5,0.159141,0.087083,0.096041,0.089378,0.144875,0.087203,0.110283,0.099569,0.126427,0.156201,0.072848,0.089886,0.097056,0.147718,0.099223,0.115382,0.093124,0.128562,0.138841,0.121416,0.090941,0.140951,0.127579,0.090982,0.105144,0.086744,0.097402
5,0.144496,0.080888,0.099424,0.081556,0.129617,0.087872,0.109969,0.098248,0.167930,0.148008,0.067322,0.092641,0.087719,0.129746,0.096830,0.117783,0.088589,0.171362,0.136448,0.108914,0.092883,0.126451,0.116945,0.088283,0.109429,0.085447,0.135200
5,0.157651,0.083433,0.091755,0.086720,0.149885,0.087703,0.105796,0.097869,0.139187,0.156692,0.070617,0.085761,0.094043,0.161139,0.097466,0.107560,0.088323,0.138398,0.143795,0.110170,0.083377,0.131172,0.148725,0.090506,0.098191,0.084900,0.109163
5,0.176566,0.102389,0.086333,0.107842,0.162976,0.081661,0.098917,0.091981,0.091336,0.172957,0.086938,0.079994,0.110259,0.179845,0.091964,0.098965,0.086913,0.092166,0.144891,0.140919,0.077214,0.159890,0.152052,0.082483,0.089475,0.082692,0.070383
5,0.203263,0.124058,0.068861,0.133403,0.199533,0.068409,0.074983,0.073041,0.054449,0.207879,0.110783,0.067314,0.132364,0.193209,0.074056,0.083159,0.072091,0.059145,0.173690,0.169155,0.064011,0.187344,0.162509,0.065952,0.070681,0.063705,0.042953
5,0.171894,0.095034,0.084626,0.099207,0.168365,0.081403,0.095082,0.092351,0.112039,0.172014,0.081331,0.079269,0.103871,0.171160,0.091288,0.102872,0.083820,0.114375,0.153317,0.129681,0.074701,0.149007,0.154856,0.082781,0.088758,0.081991,0.084908
5,0.196665,0.110106,0.074902,0.117880,0.188335,0.072784,0.083313,0.078922,0.077093,0.189350,0.099029,0.070415,0.120530,0.195505,0.080098,0.088686,0.076481,0.079905,0.162283,0.152149,0.068313,0.173980,0.166456,0.071390,0.074733,0.069980,0.060716
5,0.200765,0.112208,0.076223,0.120611,0.188448,0.073799,0.084440,0.081854,0.061651,0.207242,0.096145,0.074475,0.121481,0.190164,0.078890,0.090579,0.077198,0.063826,0.171950,0.160930,0.071398,0.183107,0.152592,0.068152,0.075933,0.071938,0.044000
5,0.133629,0.065775,0.099706,0.066919,0.121827,0.090893,0.110380,0.103130,0.207742,0.129544,0.054352,0.094365,0.077706,0.113981,0.099497,0.124308,0.089838,0.216410,0.119434,0.092641,0.095557,0.113473,0.106312,0.094115,0.111862,0.091094,0.175511
5,0.141765,0.081862,0.094719,0.084964,0.136126,0.089121,0.105804,0.100286,0.165352,0.139944,0.071358,0.089209,0.092399,0.128787,0.097756,0.117259,0.090675,0.172610,0.124872,0.110509,0.089838,0.132646,0.118790,0.091707,0.103806,0.088396,0.139437
5,0.144593,0.089967,0.091674,0.093584,0.132573,0.082998,0.102244,0.093777,0.168591,0.139735,0.075160,0.088637,0.099013,0.126225,0.093406,0.112660,0.086664,0.178499,0.127241,0.115834,0.088073,0.140106,0.115286,0.084859,0.100955,0.084336,0.143312
5,0.148081,0.070858,0.103420,0.071946,0.126902,0.093906,0.116929,0.105127,0.162831,0.143271,0.057470,0.093680,0.082459,0.127305,0.104411,0.125267,0.097402,0.168736,0.140814,0.094840,0.096371,0.115189,0.121666,0.097088,0.114126,0.091586,0.128320
5,0.165916,0.076723,0.095509,0.078648,0.148532,0.089628,0.106610,0.102147,0.136287,0.163999,0.066484,0.092762,0.087139,0.143860,0.097813,0.118242,0.089467,0.140234,0.161373,0.102687,0.089225,0.122310,0.141475,0.090539,0.102848,0.084650,0.104894
