0.205375,0.197706,0.044885,0.207919,0.214753,0.046786,0.035083,0.035495,0.011999,0.211027,0.194366,0.047866,0.209974,0.205542,0.049561,0.036240,0.033914,0.011510,0.165050,0.240959,0.041738,0.257480,0.168544,0.043703,0.035417,0.035417,0.011690,4
0.210899,0.194725,0.045386,0.206403,0.207058,0.043716,0.037177,0.037177,0.017458,0.206081,0.196267,0.045078,0.209640,0.204489,0.046003,0.037653,0.037229,0.017561,0.172000,0.240253,0.041853,0.255501,0.163933,0.038436,0.036342,0.035482,0.016199,4
0.230605,0.202073,0.054880,0.181969,0.187608,0.044397,0.037421,0.037075,0.023971,0.208111,0.186671,0.049934,0.204360,0.200827,0.049086,0.038912,0.037139,0.024960,0.189317,0.245558,0.049882,0.231684,0.147451,0.039464,0.039284,0.034493,0.022867,4
0.207816,0.181455,0.051694,0.194533,0.206531,0.053762,0.042984,0.039503,0.021723,0.197564,0.184435,0.052015,0.204733,0.201020,0.055149,0.042534,0.039464,0.023085,0.160978,0.230117,0.047210,0.250209,0.158935,0.048868,0.043524,0.039490,0.020670,4
0.200609,0.179258,0.049073,0.188700,0.201277,0.049985,0.038141,0.036792,0.056164,0.195496,0.186902,0.049292,0.197436,0.192310,0.048996,0.039079,0.034158,0.056331,0.158447,0.224747,0.044795,0.241666,0.154670,0.045091,0.038655,0.036586,0.055342,4
0.204874,0.189073,0.046003,0.195766,0.200802,0.046401,0.035996,0.036047,0.045039,0.204668,0.185823,0.047018,0.201380,0.196113,0.048585,0.037730,0.035392,0.043292,0.163997,0.234626,0.041789,0.247935,0.156713,0.042727,0.035096,0.034916,0.042200,4
0.212248,0.207430,0.046350,0.197513,0.185360,0.039297,0.034300,0.034428,0.043074,0.197808,0.195573,0.043870,0.208676,0.196627,0.044615,0.035751,0.033850,0.043228,0.174248,0.250594,0.042650,0.243721,0.143237,0.036330,0.035186,0.032039,0.041995,4
0.204219,0.188302,0.042496,0.215498,0.188199,0.040697,0.034467,0.032977,0.053145,0.194430,0.196241,0.041224,0.211888,0.196999,0.042020,0.032476,0.033478,0.051244,0.169110,0.230798,0.038693,0.262169,0.151356,0.035854,0.032180,0.030587,0.049253,4
0.211605,0.187878,0.048919,0.195316,0.210950,0.045849,0.037383,0.035816,0.026284,0.206069,0.188032,0.047904,0.203140,0.204501,0.049214,0.037845,0.036651,0.026643,0.167041,0.235872,0.043960,0.245340,0.167427,0.042727,0.036021,0.035674,0.025937,4
0.170484,0.163342,0.042830,0.174235,0.176008,0.037293,0.030073,0.031011,0.174723,0.170638,0.169945,0.040890,0.178654,0.168159,0.038963,0.030317,0.029058,0.173375,0.140809,0.200853,0.040582,0.211631,0.142235,0.034981,0.029033,0.029932,0.169945,4
0.176702,0.180761,0.037833,0.182932,0.178295,0.035841,0.028365,0.030664,0.148607,0.176535,0.179271,0.038706,0.188418,0.173644,0.038295,0.029906,0.029649,0.145575,0.147939,0.214393,0.036728,0.226559,0.142376,0.034043,0.027414,0.028455,0.142094,4
0.189330,0.192066,0.036432,0.185450,0.176689,0.033182,0.027273,0.027928,0.131650,0.180659,0.188071,0.034904,0.194122,0.179901,0.035276,0.027992,0.027080,0.131996,0.158344,0.230695,0.032411,0.223373,0.143494,0.028506,0.026553,0.027427,0.129196,4
0.192773,0.213468,0.046838,0.182919,0.227573,0.046350,0.034107,0.040569,0.015403,0.203165,0.194173,0.047943,0.206364,0.209255,0.049536,0.038256,0.036252,0.015056,0.149532,0.257878,0.041288,0.237247,0.181481,0.043909,0.033529,0.040916,0.014221,4
0.202523,0.186311,0.046786,0.193865,0.206171,0.049317,0.036612,0.034865,0.043549,0.204681,0.183639,0.047930,0.199992,0.199414,0.050191,0.035957,0.035456,0.042740,0.161350,0.228408,0.043870,0.245417,0.159603,0.044538,0.038372,0.036060,0.042380,4
0.208432,0.194610,0.049369,0.201495,0.200480,0.046658,0.036522,0.034248,0.028185,0.200802,0.192978,0.046915,0.210886,0.198168,0.050383,0.037884,0.033580,0.028403,0.168339,0.239662,0.044885,0.252457,0.153424,0.041918,0.036805,0.034570,0.027941,4
