@RELATION iphone-complete

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL
@ATTRIBUTE attribute_19 REAL
@ATTRIBUTE attribute_20 REAL
@ATTRIBUTE attribute_21 REAL
@ATTRIBUTE attribute_22 REAL
@ATTRIBUTE attribute_23 REAL
@ATTRIBUTE attribute_24 REAL
@ATTRIBUTE attribute_25 REAL
@ATTRIBUTE attribute_26 REAL
@ATTRIBUTE attribute_27 {iphone-4,iphone-4S,iphone-5S,iphone-5}

@DATA
0.165304,0.097797,0.087727,0.101043,0.156386,0.082330,0.098868,0.092391,0.118154,0.167286,0.080751,0.080807,0.103653,0.169791,0.093020,0.102332,0.085020,0.117340,0.140581,0.129770,0.079720,0.149168,0.147944,0.084972,0.092061,0.082652,0.093132,iphone-5
0.225214,0.086921,0.072743,0.090708,0.208555,0.070520,0.086970,0.080936,0.077432,0.246457,0.066202,0.069924,0.092448,0.205341,0.076771,0.095018,0.069151,0.078689,0.206920,0.135908,0.066951,0.166859,0.164667,0.063544,0.080139,0.061965,0.053047,iphone-4S
0.247738,0.096097,0.062513,0.105168,0.239795,0.063528,0.071068,0.066057,0.048036,0.251243,0.087727,0.059113,0.108591,0.240295,0.068184,0.074169,0.063318,0.047360,0.217852,0.148000,0.051710,0.164313,0.213477,0.057631,0.060942,0.054312,0.031764,iphone-4S
0.136413,0.074161,0.105739,0.065558,0.138179,0.087055,0.100010,0.108161,0.184724,0.168217,0.062745,0.092106,0.072806,0.141218,0.096951,0.109434,0.092249,0.164275,0.162304,0.096684,0.098532,0.093830,0.142347,0.090463,0.092208,0.093173,0.130459,iphone-5S
0.137858,0.061530,0.109244,0.056551,0.131687,0.086511,0.092142,0.100544,0.223934,0.134467,0.053973,0.100399,0.061200,0.138672,0.095259,0.099247,0.094526,0.222258,0.132952,0.082104,0.099835,0.085061,0.147195,0.091731,0.089669,0.095871,0.175583,iphone-5S
0.154509,0.080090,0.094510,0.082177,0.140436,0.088065,0.105998,0.100810,0.153406,0.150433,0.066718,0.089838,0.087461,0.137608,0.096661,0.117445,0.090957,0.162879,0.133782,0.111185,0.091699,0.130189,0.118041,0.089491,0.105989,0.088645,0.130978,iphone-5
0.185463,0.179759,0.043652,0.206916,0.190062,0.044770,0.034069,0.032861,0.082448,0.189368,0.190679,0.044397,0.197063,0.186928,0.043973,0.033208,0.032386,0.081998,0.146115,0.225261,0.042046,0.253485,0.148581,0.040929,0.032450,0.031846,0.079288,iphone-4
0.170147,0.088184,0.092249,0.091305,0.148404,0.082825,0.111097,0.101755,0.114033,0.166677,0.078678,0.084837,0.105944,0.162509,0.093892,0.109516,0.089128,0.108818,0.160928,0.125675,0.085351,0.146207,0.138487,0.084694,0.096848,0.079869,0.081942,iphone-5
0.262368,0.107375,0.037596,0.116043,0.261054,0.037274,0.039844,0.040512,0.097934,0.267910,0.100785,0.039191,0.109905,0.258469,0.041922,0.044242,0.037991,0.099585,0.242977,0.149152,0.034350,0.160994,0.220550,0.032827,0.036718,0.031764,0.090667,iphone-4S
0.152366,0.145529,0.081758,0.125901,0.142963,0.064244,0.084160,0.082640,0.120439,0.158916,0.137707,0.072600,0.123499,0.153352,0.076809,0.089190,0.075331,0.112596,0.145529,0.174520,0.075947,0.163823,0.130890,0.066687,0.081388,0.070917,0.090299,iphone-5S
0.200554,0.195668,0.041905,0.180454,0.198152,0.037984,0.039626,0.041330,0.064326,0.201519,0.203039,0.039442,0.165383,0.209773,0.038723,0.041105,0.040509,0.060507,0.177333,0.229935,0.036752,0.222626,0.173740,0.035068,0.034185,0.034165,0.056195,iphone-5S
0.176227,0.162173,0.049253,0.182894,0.225826,0.057616,0.041134,0.044500,0.060378,0.196948,0.167144,0.053582,0.189587,0.192875,0.054738,0.043305,0.042162,0.059659,0.134129,0.207392,0.043549,0.239161,0.179836,0.055419,0.038205,0.045939,0.056370,iphone-4
0.241422,0.185938,0.024626,0.193800,0.237311,0.023779,0.020323,0.021402,0.051398,0.233110,0.191963,0.023432,0.193620,0.234202,0.025166,0.023213,0.023920,0.051373,0.205812,0.227843,0.021030,0.238326,0.200455,0.019616,0.019205,0.017972,0.049741,iphone-4
0.226045,0.177460,0.035906,0.174878,0.215318,0.030022,0.028339,0.029187,0.082846,0.214971,0.175391,0.035161,0.180504,0.218774,0.035405,0.029238,0.029161,0.081395,0.186966,0.219442,0.032103,0.223925,0.179502,0.027299,0.026887,0.024935,0.078941,iphone-4
0.209216,0.236746,0.028480,0.214033,0.228280,0.030112,0.023496,0.025821,0.003815,0.215498,0.225865,0.030716,0.227548,0.214804,0.031551,0.025205,0.024896,0.003918,0.166939,0.289146,0.025333,0.266357,0.177267,0.025115,0.022263,0.024228,0.003353,iphone-4
0.189689,0.107802,0.080251,0.113296,0.182092,0.077464,0.089370,0.085898,0.074137,0.202956,0.090095,0.077319,0.109139,0.180304,0.083949,0.098216,0.078374,0.079647,0.176582,0.144246,0.075418,0.156958,0.161542,0.076135,0.082926,0.072977,0.053216,iphone-5
0.188598,0.196331,0.047390,0.202741,0.221523,0.046478,0.034313,0.037293,0.025333,0.199928,0.193004,0.048816,0.206544,0.203345,0.049214,0.036779,0.037229,0.025140,0.143430,0.245340,0.041571,0.257082,0.169893,0.044615,0.033940,0.039027,0.025102,iphone-4
0.242510,0.089233,0.068627,0.093020,0.227083,0.065348,0.078882,0.076377,0.058920,0.261183,0.069666,0.063431,0.096508,0.223877,0.072010,0.087638,0.065662,0.060023,0.223313,0.137882,0.064591,0.161792,0.183671,0.059443,0.074379,0.058726,0.036203,iphone-4S
0.160817,0.091030,0.093680,0.092971,0.146276,0.085955,0.105007,0.100077,0.124187,0.170492,0.074330,0.088911,0.093817,0.152189,0.094478,0.111000,0.088984,0.125799,0.149055,0.120917,0.089193,0.139856,0.132718,0.086519,0.100995,0.083675,0.097072,iphone-5
0.155258,0.075257,0.092842,0.074709,0.142699,0.085512,0.105248,0.096741,0.171732,0.151319,0.063592,0.087373,0.087099,0.138382,0.095461,0.114335,0.087582,0.174858,0.145390,0.102163,0.086325,0.119805,0.131792,0.087502,0.102670,0.083659,0.140694,iphone-5
0.243606,0.194186,0.030626,0.182264,0.221471,0.023920,0.022700,0.024280,0.056948,0.228820,0.188122,0.026476,0.195034,0.227830,0.028339,0.024100,0.023753,0.057526,0.205118,0.238352,0.025706,0.230220,0.180119,0.020863,0.022134,0.021415,0.056074,iphone-4
0.124648,0.067858,0.110769,0.057961,0.138918,0.091551,0.102967,0.116025,0.189303,0.131157,0.057961,0.102515,0.066400,0.122842,0.104712,0.125696,0.102454,0.186264,0.136454,0.086747,0.103275,0.088697,0.146884,0.094036,0.101468,0.101612,0.140827,iphone-5S
0.207617,0.123252,0.074777,0.128693,0.189057,0.066297,0.080587,0.076604,0.053116,0.203634,0.120604,0.067283,0.140848,0.196879,0.073134,0.078945,0.070711,0.047962,0.182425,0.168484,0.066893,0.184930,0.165383,0.063423,0.069808,0.063505,0.035150,iphone-5
0.301124,0.121819,0.030265,0.141886,0.286833,0.031474,0.031732,0.029605,0.025263,0.296057,0.126660,0.035051,0.128876,0.283627,0.034632,0.034156,0.032650,0.028292,0.270311,0.178676,0.028630,0.189809,0.233850,0.024651,0.026705,0.025311,0.022057,iphone-4S
0.247964,0.114392,0.056600,0.118516,0.241632,0.059685,0.065574,0.062279,0.033359,0.249366,0.102542,0.054731,0.119362,0.251976,0.061095,0.069118,0.058509,0.033302,0.213727,0.165272,0.048334,0.177573,0.214226,0.052378,0.057043,0.051331,0.020115,iphone-4S
0.247037,0.045362,0.083039,0.038579,0.240287,0.082185,0.081951,0.082579,0.098981,0.228171,0.045289,0.081218,0.049712,0.228397,0.091529,0.089934,0.082499,0.103250,0.196713,0.131148,0.073621,0.116768,0.199662,0.081677,0.079550,0.070939,0.049921,iphone-5
0.187927,0.182835,0.056811,0.167170,0.181891,0.051678,0.052869,0.057058,0.061760,0.185874,0.181460,0.055805,0.158752,0.188030,0.057448,0.058967,0.054717,0.058947,0.166287,0.217801,0.050816,0.204291,0.168997,0.051104,0.048291,0.048455,0.043959,iphone-5S
0.220059,0.143803,0.053184,0.148467,0.218142,0.052612,0.058259,0.055842,0.049631,0.219132,0.130253,0.052419,0.138978,0.227631,0.057139,0.061465,0.055633,0.057349,0.176340,0.187981,0.048641,0.205583,0.182914,0.051589,0.053772,0.050066,0.043114,iphone-5
0.315229,0.064108,0.052435,0.063463,0.307874,0.049672,0.050824,0.052451,0.043944,0.281299,0.075684,0.055512,0.075539,0.298006,0.057244,0.056334,0.055826,0.044556,0.262964,0.127144,0.043936,0.124050,0.273710,0.045837,0.045128,0.047714,0.029516,iphone-5
0.163177,0.081959,0.105248,0.074113,0.152463,0.081444,0.087808,0.097362,0.156426,0.158634,0.075031,0.094478,0.081645,0.150481,0.091046,0.097740,0.089242,0.161703,0.169267,0.100455,0.091707,0.103847,0.164627,0.083949,0.083852,0.088114,0.114182,iphone-5S
0.211169,0.187287,0.058014,0.176997,0.184358,0.050409,0.044140,0.044179,0.043446,0.195650,0.169855,0.054571,0.194661,0.194931,0.059235,0.045540,0.042354,0.043202,0.163354,0.234343,0.054520,0.233727,0.135401,0.047724,0.046504,0.041841,0.042586,iphone-4
0.184255,0.199247,0.044731,0.209820,0.219737,0.051026,0.039426,0.040967,0.010791,0.198733,0.198566,0.044795,0.214701,0.202369,0.050859,0.040453,0.038436,0.011086,0.136634,0.251493,0.038847,0.267513,0.170458,0.045951,0.037216,0.041327,0.010560,iphone-4
0.107705,0.053232,0.118967,0.044814,0.095807,0.087179,0.098030,0.104596,0.289669,0.101220,0.045177,0.113900,0.051863,0.086060,0.095678,0.116285,0.093108,0.296709,0.119459,0.065727,0.110678,0.066073,0.110041,0.094357,0.102872,0.100052,0.230741,iphone-5S
0.215765,0.139783,0.056785,0.148290,0.215241,0.056567,0.059266,0.060869,0.047432,0.223595,0.116003,0.058461,0.133137,0.223378,0.063922,0.066798,0.061159,0.053547,0.181085,0.186152,0.051210,0.200516,0.183993,0.052040,0.054159,0.051702,0.039143,iphone-5
0.204514,0.181802,0.052220,0.196318,0.198386,0.053235,0.041494,0.040890,0.031140,0.194404,0.185232,0.052953,0.201585,0.197025,0.055098,0.041699,0.041173,0.030831,0.156983,0.228935,0.048598,0.253420,0.149134,0.049266,0.041725,0.041083,0.030857,iphone-4
0.250284,0.097740,0.064011,0.104193,0.241390,0.062569,0.069650,0.068627,0.041535,0.253925,0.078431,0.061336,0.107979,0.244935,0.070157,0.076739,0.063834,0.042663,0.200999,0.162501,0.056600,0.191421,0.183832,0.055891,0.065276,0.056866,0.026616,iphone-4S
0.189919,0.137419,0.059830,0.147233,0.190432,0.059665,0.063566,0.064306,0.087630,0.186839,0.131219,0.058146,0.145693,0.198932,0.064942,0.066482,0.059932,0.087814,0.153270,0.181378,0.051781,0.196777,0.171050,0.057017,0.056011,0.054532,0.078185,iphone-4S
0.310903,0.077021,0.053289,0.073098,0.296774,0.049905,0.051927,0.054980,0.032102,0.278777,0.088678,0.055746,0.086921,0.285496,0.057019,0.056390,0.058090,0.032884,0.225190,0.196133,0.041229,0.164555,0.226439,0.043461,0.044057,0.042164,0.016772,iphone-5
0.172734,0.082189,0.097259,0.083913,0.146453,0.081983,0.112637,0.101016,0.121815,0.178154,0.068617,0.084386,0.091305,0.164480,0.098142,0.112186,0.089416,0.113315,0.172241,0.112617,0.087014,0.131896,0.148712,0.083893,0.095350,0.081634,0.086644,iphone-4S
0.273565,0.120474,0.042744,0.132461,0.273307,0.041358,0.044017,0.043275,0.028799,0.289918,0.108745,0.041527,0.122552,0.273976,0.044452,0.046957,0.040923,0.030950,0.259621,0.159504,0.038297,0.176381,0.232328,0.036211,0.039956,0.035365,0.022339,iphone-4S
0.278012,0.109631,0.036404,0.124244,0.274435,0.037443,0.039481,0.037951,0.062400,0.275885,0.113191,0.036638,0.117316,0.271922,0.040319,0.042397,0.038289,0.064043,0.255335,0.156475,0.032682,0.165747,0.236992,0.031587,0.034664,0.031152,0.055367,iphone-4S
0.195976,0.111713,0.082579,0.111631,0.172734,0.076276,0.094549,0.085433,0.069110,0.190699,0.090566,0.078657,0.112473,0.184622,0.088862,0.098655,0.080854,0.074612,0.177333,0.148424,0.074715,0.165260,0.160292,0.074099,0.083503,0.068248,0.048126,iphone-4S
0.176566,0.102389,0.086333,0.107842,0.162976,0.081661,0.098917,0.091981,0.091336,0.172957,0.086938,0.079994,0.110259,0.179845,0.091964,0.098965,0.086913,0.092166,0.144891,0.140919,0.077214,0.159890,0.152052,0.082483,0.089475,0.082692,0.070383,iphone-5
0.222615,0.167645,0.041725,0.160965,0.194250,0.032771,0.032013,0.031808,0.116208,0.199838,0.161839,0.038578,0.175430,0.205747,0.038359,0.032206,0.032463,0.115540,0.182868,0.204283,0.037807,0.209666,0.160413,0.030523,0.032630,0.028185,0.113626,iphone-4
0.175100,0.086664,0.090611,0.089113,0.159286,0.082789,0.104153,0.096000,0.116285,0.173303,0.073267,0.085697,0.094840,0.158239,0.094011,0.112974,0.089233,0.118436,0.156032,0.118315,0.087582,0.136956,0.140742,0.086406,0.101051,0.082781,0.090136,iphone-5
0.211354,0.116025,0.073689,0.120111,0.197742,0.070547,0.082681,0.075906,0.051945,0.220614,0.097978,0.072744,0.120891,0.202361,0.076440,0.085967,0.071266,0.051740,0.200842,0.151114,0.066071,0.168997,0.180515,0.063279,0.068083,0.066112,0.034986,iphone-5
0.188899,0.143682,0.040939,0.148153,0.194780,0.040472,0.040673,0.042905,0.159496,0.190768,0.146598,0.039570,0.152221,0.193636,0.039820,0.039820,0.040383,0.157184,0.163475,0.184017,0.032827,0.198518,0.169074,0.033456,0.033157,0.033689,0.151786,iphone-5S
0.115544,0.052088,0.118524,0.043074,0.102509,0.091119,0.099319,0.107705,0.270117,0.108100,0.041278,0.106545,0.049390,0.099529,0.103468,0.110178,0.100898,0.280614,0.120023,0.063471,0.107762,0.063963,0.119966,0.103259,0.099682,0.106690,0.215185,iphone-5S
0.209550,0.168069,0.026990,0.195650,0.227458,0.025796,0.020439,0.024125,0.101923,0.214766,0.180363,0.027928,0.184320,0.218401,0.026489,0.020747,0.024716,0.102270,0.172296,0.213404,0.023637,0.236733,0.191796,0.023958,0.017458,0.020683,0.100035,iphone-4
0.261232,0.186789,0.028743,0.168268,0.259484,0.026471,0.025214,0.028767,0.015032,0.253240,0.178145,0.030974,0.171104,0.256487,0.030934,0.029935,0.031393,0.017787,0.240794,0.219511,0.023362,0.202578,0.235816,0.021162,0.021025,0.023499,0.012253,iphone-5S
0.189587,0.195547,0.041237,0.207482,0.192952,0.042534,0.036073,0.035135,0.059453,0.191976,0.194494,0.044962,0.209794,0.183780,0.044179,0.036831,0.035173,0.058811,0.152062,0.242758,0.040235,0.256696,0.143841,0.038295,0.035238,0.033246,0.057629,iphone-4
0.201251,0.180646,0.053043,0.186144,0.199067,0.052246,0.041468,0.040530,0.045605,0.198888,0.177216,0.051591,0.196087,0.194725,0.054058,0.042457,0.039503,0.045476,0.156379,0.227959,0.049844,0.242360,0.149326,0.048482,0.040954,0.039785,0.044911,iphone-4
0.200338,0.071318,0.079172,0.075426,0.195352,0.079212,0.098731,0.092842,0.107609,0.220631,0.052177,0.074363,0.082378,0.183574,0.087195,0.113997,0.077021,0.108664,0.193612,0.112289,0.075039,0.146252,0.160640,0.073807,0.091940,0.073468,0.072953,iphone-4S
0.310299,0.068917,0.056132,0.061900,0.298997,0.053925,0.055689,0.058171,0.035969,0.279188,0.079607,0.059564,0.076393,0.286752,0.059161,0.060829,0.060877,0.037628,0.207999,0.201474,0.043678,0.180086,0.209651,0.048173,0.048657,0.044516,0.015765,iphone-5
0.208789,0.129899,0.054022,0.133065,0.207178,0.053184,0.054844,0.053659,0.105361,0.181061,0.150344,0.052016,0.156918,0.180263,0.056962,0.059250,0.053982,0.109204,0.176671,0.186354,0.049495,0.185387,0.167914,0.046739,0.047295,0.044476,0.095670,iphone-5S
0.255810,0.195637,0.029637,0.219018,0.218568,0.027132,0.025500,0.022571,0.006128,0.238454,0.200776,0.030266,0.206467,0.234947,0.030857,0.025834,0.026040,0.006359,0.216898,0.240368,0.026065,0.264340,0.178809,0.023457,0.024845,0.019758,0.005460,iphone-4
0.236476,0.160035,0.044387,0.165731,0.235647,0.037040,0.039135,0.044492,0.037056,0.238571,0.150747,0.042913,0.156531,0.244669,0.039981,0.041527,0.044629,0.040432,0.186257,0.209200,0.041809,0.231031,0.188134,0.034559,0.037798,0.039473,0.031740,iphone-5
0.203182,0.151706,0.061578,0.141838,0.198341,0.052209,0.058751,0.060483,0.071914,0.195553,0.149700,0.059226,0.146631,0.197962,0.057180,0.062311,0.057945,0.073493,0.180868,0.187264,0.052878,0.188013,0.180747,0.050268,0.052129,0.053055,0.054779,iphone-5S
0.245692,0.097442,0.062923,0.104201,0.238547,0.063431,0.071406,0.069811,0.046546,0.254819,0.079043,0.062658,0.103814,0.233415,0.071084,0.080517,0.064792,0.049857,0.213074,0.150046,0.056648,0.173134,0.195368,0.057623,0.066428,0.057462,0.030217,iphone-4S
0.293350,0.128425,0.027881,0.146752,0.293237,0.026906,0.027816,0.027567,0.028066,0.297048,0.130382,0.029178,0.134265,0.296347,0.028042,0.029428,0.027398,0.027913,0.259451,0.176356,0.026012,0.201144,0.240794,0.024159,0.026479,0.023080,0.022524,iphone-4S
0.185073,0.053530,0.099674,0.050703,0.170073,0.099142,0.105071,0.095904,0.140831,0.181101,0.046756,0.092222,0.056527,0.172780,0.104137,0.111242,0.091739,0.143497,0.187095,0.083272,0.087348,0.090079,0.181552,0.095074,0.101043,0.085053,0.089483,iphone-5
0.208131,0.203593,0.040160,0.185628,0.212196,0.040448,0.041207,0.044616,0.024022,0.210533,0.209260,0.044020,0.171194,0.208664,0.039544,0.044554,0.043445,0.028786,0.191377,0.233795,0.036916,0.223673,0.190268,0.033426,0.034781,0.037758,0.018006,iphone-5S
0.231838,0.192220,0.025230,0.194391,0.232918,0.025115,0.021659,0.022391,0.054237,0.228524,0.191925,0.025641,0.196100,0.232057,0.026142,0.022558,0.023072,0.053980,0.197654,0.231813,0.022918,0.242257,0.190268,0.022879,0.019321,0.019925,0.052966,iphone-4
0.290273,0.108011,0.042220,0.120168,0.284714,0.043549,0.044258,0.042897,0.023909,0.299722,0.096113,0.044057,0.114263,0.274234,0.047787,0.051331,0.043823,0.028670,0.270593,0.149917,0.038394,0.172675,0.237419,0.036654,0.040972,0.034438,0.018939,iphone-4S
0.197285,0.099005,0.079679,0.104684,0.186257,0.077875,0.089378,0.084819,0.081017,0.194973,0.090377,0.076352,0.111806,0.182962,0.084553,0.096298,0.078987,0.083691,0.180288,0.139018,0.071753,0.157063,0.166593,0.073928,0.082249,0.071954,0.057156,iphone-5
0.125815,0.060434,0.120288,0.050324,0.101398,0.089217,0.104056,0.108809,0.239658,0.127055,0.048939,0.110348,0.056745,0.112031,0.097789,0.113296,0.096951,0.236847,0.139606,0.076030,0.110356,0.077102,0.120272,0.095614,0.101035,0.100979,0.179007,iphone-5S
0.130952,0.075393,0.104774,0.066461,0.136290,0.092516,0.099230,0.113623,0.180762,0.149225,0.067262,0.103952,0.073073,0.116230,0.095924,0.120131,0.094405,0.179797,0.155877,0.100400,0.100585,0.099086,0.128262,0.087363,0.096766,0.096171,0.135489,iphone-5S
0.217320,0.137044,0.052411,0.145277,0.219157,0.050751,0.056616,0.055440,0.065985,0.220840,0.129246,0.052628,0.141145,0.220099,0.053031,0.059943,0.054384,0.068683,0.174729,0.184042,0.051380,0.205929,0.169420,0.050437,0.053474,0.051525,0.059065,iphone-5
0.216937,0.182560,0.023946,0.189664,0.243824,0.020901,0.016636,0.020516,0.085017,0.221189,0.187184,0.023753,0.190910,0.228832,0.022263,0.018794,0.021286,0.085788,0.177704,0.227548,0.019976,0.237594,0.202022,0.019706,0.014388,0.017985,0.083077,iphone-4
0.157109,0.076604,0.103768,0.067919,0.147623,0.085494,0.098860,0.106601,0.156021,0.174192,0.064860,0.092023,0.070978,0.157294,0.095904,0.105287,0.088862,0.150601,0.180577,0.095883,0.092927,0.091613,0.164891,0.082435,0.089067,0.093296,0.109311,iphone-5S
0.200677,0.134080,0.065574,0.140677,0.195706,0.060764,0.071189,0.068707,0.062625,0.204229,0.116349,0.061127,0.137222,0.206992,0.066919,0.076546,0.066041,0.064575,0.164998,0.177782,0.059363,0.195577,0.164571,0.060176,0.064365,0.060652,0.052515,iphone-5
0.201996,0.181121,0.030382,0.172694,0.207854,0.028904,0.023239,0.025963,0.127847,0.197796,0.177884,0.029392,0.183523,0.202870,0.030253,0.026335,0.024357,0.127590,0.158409,0.228794,0.025783,0.222319,0.166181,0.025680,0.023123,0.022956,0.126755,iphone-4
0.203021,0.072614,0.078689,0.075676,0.197970,0.077392,0.096774,0.092158,0.105707,0.220123,0.055496,0.075643,0.082322,0.177976,0.085786,0.111894,0.080952,0.109808,0.190285,0.119177,0.075225,0.148540,0.155903,0.071930,0.092238,0.073283,0.073420,iphone-4S
0.219527,0.085278,0.076280,0.091409,0.209828,0.072993,0.089975,0.085770,0.068941,0.237918,0.065823,0.069296,0.091763,0.213477,0.081484,0.098200,0.074298,0.067741,0.200749,0.133008,0.069497,0.163121,0.176050,0.066814,0.082306,0.068176,0.040279,iphone-4S
0.185176,0.102762,0.083174,0.106519,0.179509,0.079869,0.092537,0.088800,0.081655,0.193738,0.090114,0.079540,0.113315,0.179222,0.086521,0.098203,0.080136,0.079212,0.163679,0.143168,0.076358,0.164501,0.158587,0.075331,0.085022,0.073524,0.059830,iphone-4S
0.221099,0.163907,0.056974,0.152859,0.211297,0.054096,0.056408,0.053878,0.029482,0.213353,0.185669,0.044384,0.198284,0.213301,0.047185,0.044911,0.039772,0.013142,0.191732,0.229359,0.039811,0.227304,0.180774,0.040466,0.041866,0.037203,0.011485,iphone-4
0.152963,0.082338,0.091956,0.085326,0.145527,0.088073,0.106078,0.099126,0.148612,0.151682,0.068297,0.087735,0.088702,0.144601,0.099029,0.114142,0.090595,0.155218,0.135538,0.111991,0.087630,0.133347,0.132912,0.091143,0.100914,0.088130,0.118395,iphone-5
0.158115,0.120316,0.083215,0.117483,0.166554,0.078247,0.083729,0.095452,0.096889,0.181768,0.111816,0.085515,0.114711,0.153146,0.077713,0.096150,0.083256,0.095924,0.154461,0.164932,0.082702,0.160394,0.140499,0.071512,0.078760,0.078226,0.068515,iphone-5S
0.173247,0.097877,0.086341,0.101631,0.166238,0.083611,0.097652,0.093551,0.099851,0.185040,0.087018,0.081379,0.105079,0.166254,0.088009,0.103146,0.084336,0.099738,0.157393,0.134982,0.080421,0.155331,0.145463,0.079607,0.091030,0.081065,0.074709,iphone-5
0.148620,0.082306,0.091537,0.085125,0.136996,0.086180,0.103879,0.099545,0.165811,0.148516,0.068981,0.089612,0.092448,0.131148,0.093672,0.114367,0.087332,0.173924,0.134322,0.113578,0.087042,0.133556,0.117711,0.085343,0.101502,0.084787,0.142160,iphone-5
0.233085,0.085560,0.075329,0.089741,0.217328,0.070520,0.086390,0.081597,0.060450,0.247658,0.066057,0.067837,0.095509,0.217666,0.079494,0.095863,0.070915,0.059000,0.205115,0.142345,0.068369,0.175833,0.167237,0.064663,0.079824,0.063133,0.033480,iphone-4S
0.193450,0.102803,0.079129,0.106252,0.181049,0.072600,0.089108,0.082825,0.092783,0.205564,0.084283,0.074941,0.107812,0.189098,0.081491,0.091079,0.074592,0.091141,0.183677,0.135366,0.070137,0.149636,0.169243,0.072087,0.077877,0.068083,0.073894,iphone-4S
0.151359,0.118113,0.080662,0.106167,0.149660,0.066661,0.078914,0.083208,0.165256,0.153269,0.111363,0.077271,0.111999,0.150965,0.075273,0.083925,0.074548,0.161389,0.140057,0.141403,0.075603,0.145044,0.140315,0.075112,0.074435,0.077810,0.130221,iphone-5S
0.230169,0.110186,0.064108,0.110364,0.217787,0.062907,0.078100,0.072639,0.053740,0.248214,0.086760,0.061594,0.109276,0.211657,0.071430,0.090289,0.062666,0.058114,0.200661,0.159512,0.064317,0.188247,0.157441,0.059717,0.079373,0.056584,0.034148,iphone-4S
0.259790,0.109204,0.034728,0.122480,0.257236,0.033584,0.036831,0.035703,0.110444,0.265678,0.104354,0.033673,0.113135,0.259089,0.037580,0.040206,0.034640,0.111645,0.234027,0.153277,0.031095,0.168083,0.217811,0.030161,0.033311,0.028823,0.103412,iphone-4S
0.118776,0.069849,0.109845,0.058906,0.119577,0.096910,0.106663,0.126209,0.193266,0.153988,0.057181,0.102289,0.064121,0.121384,0.102433,0.121014,0.099949,0.177641,0.149800,0.093810,0.103809,0.087753,0.133847,0.094651,0.099271,0.101735,0.135325,iphone-5S
0.177538,0.131362,0.072457,0.139801,0.175916,0.070527,0.079006,0.078555,0.074838,0.190494,0.118633,0.071841,0.141526,0.182610,0.072744,0.078719,0.069089,0.074346,0.153947,0.171748,0.067365,0.193882,0.153927,0.065291,0.067406,0.064613,0.061821,iphone-4S
0.243267,0.096290,0.065413,0.102735,0.231297,0.062351,0.071519,0.070423,0.056704,0.247972,0.079405,0.061328,0.105748,0.241036,0.069739,0.076151,0.062931,0.055689,0.200773,0.153454,0.058428,0.179804,0.192057,0.056382,0.063898,0.057180,0.038023,iphone-4S
0.215926,0.161526,0.047819,0.164700,0.210827,0.042671,0.046482,0.048222,0.061828,0.212213,0.164522,0.044073,0.171781,0.215644,0.042897,0.043622,0.044975,0.060273,0.190671,0.206066,0.038047,0.211906,0.190011,0.035695,0.037854,0.037983,0.051766,iphone-5S
0.200082,0.144133,0.065784,0.149861,0.195668,0.066051,0.071081,0.070280,0.037060,0.198132,0.153434,0.063751,0.168278,0.190104,0.062437,0.068987,0.062417,0.032461,0.167868,0.198234,0.057366,0.216138,0.160374,0.056442,0.062437,0.054594,0.026548,iphone-4S
0.178500,0.195753,0.043613,0.200429,0.224683,0.049099,0.034557,0.037499,0.035867,0.196845,0.193890,0.045797,0.210616,0.194931,0.046491,0.038000,0.037332,0.036098,0.137199,0.236977,0.039271,0.258944,0.177948,0.043896,0.032887,0.038295,0.034582,iphone-4
0.211681,0.129359,0.051283,0.141644,0.212615,0.049776,0.055955,0.056390,0.091296,0.213711,0.124840,0.050115,0.133443,0.216450,0.053506,0.061127,0.052040,0.094768,0.176663,0.172151,0.049043,0.189842,0.178717,0.049317,0.052040,0.048536,0.083691,iphone-5
0.192952,0.183960,0.048983,0.183022,0.212325,0.052657,0.038218,0.041378,0.046504,0.205503,0.180787,0.051283,0.193402,0.190820,0.052079,0.041776,0.038398,0.045951,0.152217,0.234510,0.047313,0.236810,0.156289,0.045386,0.040684,0.040993,0.045797,iphone-4
0.237221,0.179194,0.042290,0.171884,0.208599,0.034788,0.033079,0.033246,0.059697,0.218735,0.173233,0.041070,0.184063,0.218324,0.038847,0.032180,0.033182,0.060365,0.199170,0.217630,0.038436,0.223052,0.172154,0.030664,0.032424,0.028390,0.058078,iphone-4
